,gbifID,vernacularName,identifier
21,1846743605,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/HZ2/LJL/HZ2LJLPLMZOZ6RFZIRYZSRDZIRKH8RTZXR0HGRDZZZTZXRDZ3LDZKRYZRZWLSRCZRZPLFL2LYL6LIRYZSRELZZTZHZ.jpg
22,1846756835,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/WRL/QAR/WRLQARRQCRG0Z0P0R070H0X0DQM0YQZQYQI0TQFKOQRQVRHQNR501RM0VRX0BR7QR090Q0N0S020R07QBRXQARJKOR.jpg
23,1846756855,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/LLE/ZSL/LLEZSL6Z7LDHPHJHWHLREHVH7HTHNHTHMHTHMHPZKLEZHLBHIHTH7H2Z4LNZ9HZRIL1ZGLBZNHYHNHHRXLFH4LHRWH.jpg
24,1846756860,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/IRO/ZSR/IROZSRCZ2R2LIZTLSZALMZALSZ1L7ZULJLFZFLTZZZELZZDZKRJZYL6L0ZOLMZBL7ZDLSZCL5RTZSRPLYLOZ7RJZKR.jpg
25,1846756870,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/BQ3/0NQ/BQ30NQJ0PQVKSK6K0KEKZKUKZKUKQKWKSKUKPQPKPQO0KKTK7KRS2QWK6QC0GQEKQK10NQZSNQ304QV08Q6KXKHSBQ.jpg
26,1846756875,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/CLS/Z1L/CLSZ1LKZWL8R3ZKRZHQRTZ8RLHQRPLLZ3Z3L6LXRTZXRWLIROZKRDZ7ROZKR3Z7RDZXRULYL1LQZRHGRSH6RLHQR2L.jpg
27,1846756880,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/5H1/H7H/5H1H7HAHUH4Z5LWZ5LVZ8LBZXLBZ8LVZ7L4Z7LAZMLLRILUZ7LRR5LRR6HUZ9HJHNHZRGL6ZLL8ZKL2Z4LHRPHVZPH.jpg
28,1846756885,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/T08/QB0/T08QB0GQRSRKTKIK1KGKDK0KNKKK9KHK106QRSMK30GKZSBQC0BQLSIKLSVQZS1QTK1QBKAQHSXKBKAQVKGKF0AQLS.jpg
29,1846756890,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/8LN/ZXL/8LNZXLUZ0L3H8HVH5HBH6HYHUHHREHVHGH1H8HTHIHEZLLTHSLTHNHBZ0LTHIHDH5HCHGHDHUHFH9HLRMLZR2HBZIL.jpg
30,1846756900,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/NQZ/SBQ/NQZSBQHS4QDKLKPK0KWKLKEKKKOKMKBKWQHSUQB0ZKV05Q9K4QUK0KDK7KY07K30VQDK5KVKMKCKGKZS1QDK1QCKBQ.jpg
31,1846756905,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/KH8/RRH/KH8RRHGRFZSZNLHZWLJLWL3LWLIZWLSRDZSRWLJL9LHZCLHZ6LRZ3Z0RNL7RNLFLTZZZPLJLYZ3LWLRZCL5RLHQZCL.jpg
32,1846756910,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/2K0/KNK/2K0KNKQKVKPQF0VQ30AQD08QB0GQB00KEKQKEKRK9KGQUKPQWKHKWKHKPKQKNK5QJ0AQVKVQOK8KBK5KTK9QVKMKAKUQ.jpg
33,1846756920,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/YHW/HRR/YHWHRR9HBH4L5ZSLEZZL5ZHL2ZRL9ZRLDHQL8ZML8ZML9ZUHHR4LHR4LZR9HVZEHYHWHUZWHBZ2HHRILZRGL6Z5HLR.jpg
34,1846756925,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/CZ7/RJZ/CZ7RJZIRZHZZALQZOLZZPLQZPLJL1LXZDL4RSH6RDLMZDLIZHH4RCLHZELMRFZXRCZHZDZJL1LYL9LZZTZ3LBLKZ1L.jpg
35,1846756935,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/200/0N0/2000N0Q0I0YRFKVRMQTRSQYRXQARRQDQ3KYQI0Z00Q9RI09R40DQHQBR70H020Q0E0DR900090JRKQDR6000W0DR90.jpg
36,1846756940,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/MKT/KGK/MKTKGKDKHKHS8QD0EQLSUQJ0VQ1K7KHSVQZS4KCKUQY0WQ30WQTKWQHSVQOK4K9K5Q9K5QC0SKWKHKD00KWK0KDKSK.jpg
37,1846756945,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/MHT/HGH/MHTHGHDH6H6ZMLWZ4LBZILNZZLTHHLVHMHCH8HAHMHVH4HGZIHAH5HTHGH4ZRLPZGHCH7HAH8HZRIL8ZLLWZ5LAZ0L.jpg
38,1846756950,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/1LI/ZCL/1LIZCL7Z6L6ROZ0R3ZKRJZERKHERQH8RKH8RQH7ZAL4ROL8RHHKZHH7ZHH5RSH0ZALXZBL6RLH6RZHKZPLRZYZSRRH6R.jpg
39,1846756955,(Immigrant)_Pavement_Ant,https://bugguide.net/images/cache/9LF/LEL/9LFLELYLOLQR0HGRZH5RHHGRDZ7RFZ3LAL7ZZH6RQH7ZTL8ROZYLWLZZTL2R3ZLZFZKRELHZCLGRBL3LFZXRNLMRQH.jpg
40,1847025060,Abbott's_Sphinx,https://bugguide.net/images/cache/8QT/06Q/8QT06QD09Q9KMK1KIKTKGKDK0K6K7KTKIKCK7K1K9Q1KZKVKZKWKPQ6K8QD0AQVKIKDK0KNKKKA0ZKA0RKNK0KWK4Q.jpg
41,1847025095,Abbott's_Sphinx,https://bugguide.net/images/cache/7LA/Z5L/7LAZ5L1ZLLLR7H3H2HAHXHCHIHGZGH5Z7H1HXH8ZMLWZ2H1Z5LRRXLUZWHBZGLFH8L1Z8LJH7LAZIL9Z5LAZNHLRPH.jpg
42,1847049650,Abbott's_Sphinx,https://bugguide.net/images/cache/SLG/ZLL/SLGZLL8Z5LVHUHCHMHAH2HFH6HBZ7LJHPHVHKL6ZLLNZIL5ZILAZWHAZ5LNZWHJHUHUZRL1H4HCH9H1ZPHFHUH9ZIL.jpg
43,1847204980,Abbott's_Sphinx,https://bugguide.net/images/cache/OZI/R3Z/OZIR3Z7RHHHZ1LIZBL3LNLZZWLIZTL7Z1LJLNLJLPLYL9LSRFZSROZKRWLIZALFL9LIRCZFL2LHZJZQRWL3LULIR.jpg
44,1847204995,Abbott's_Sphinx,https://bugguide.net/images/cache/IZ1/LSZ/IZ1LSZALRZRHIRCZMRCZ0R3ZMRTZMR3ZQRTZKRTZ7RJZXRULSR9LJLWL3LBL6RRH7ZULXRTZQRCZHZ6LXRTZ7RDZ.jpg
45,1847205025,Abbott's_Sphinx,https://bugguide.net/images/cache/VLM/ZDL/VLMZDLXZ2L2RTZ7RJZPRHH6RVLQZOLZZ6LIRKHKZQH5RQHKZOLPR0H8RKH8RSH5RHHGR0H0Z6LYLJZQRZHMZTLMZ.jpg
46,1847205035,Abbott's_Sphinx,https://bugguide.net/images/cache/PHZ/RUH/PHZRUHHR7HBZLL2ZHL8ZIL5ZHL5ZMLYHML3H2HWZ2H1ZQLDHQL8Z7HTHLLNZXLUZXLJHPH3H9HBZ2HWZGL3HEH1ZQL.jpg
47,1847205040,Abbott's_Sphinx,https://bugguide.net/images/cache/M0Y/QG0/M0YQG0FQ60ARQQTRQQTRMQFRQQORSQZ0903Q80YQX0YQ3KCR7QORN0YQM0URG0VR3KYQ401R40JQI0TQG0DQ3KWRX0.jpg
48,1847205045,Abbott's_Sphinx,https://bugguide.net/images/cache/1QY/09Q/1QY09QF06QAKQKWKZKPKRK2KZKT0GQ10QK2KRK9KHKPKIKEKLKB09QVKZK6K5Q2KXKLS4KCKVQF0IKJ0WQF0IKZSEQ.jpg
49,1847205050,Abbott's_Sphinx,https://bugguide.net/images/cache/D0G/QV0/D0GQV08QLSLKDK8KCK7K6KKK6K6QC06QNK8QT06QD0GQO0PQT0QKT06Q2K6QB0HK108QT08QO0EQT0PQLSBQF0WQVK.jpg
50,1847205055,Abbott's_Sphinx,https://bugguide.net/images/cache/3HU/HZR/3HUHZRNH1H8LGZKLGZSL4Z0LBZ4LNZMLZREHFH7H3HML5ZQLVHEHRRGLRRWHWZ8LJH9HVZKLGZRL6ZQLPZZLDHHLEZ.jpg
51,1847205060,Abbott's_Sphinx,https://bugguide.net/images/cache/OHI/HAH/OHIHAH7HHRHL1ZGL6ZSLEZHLPZ0L2ZRLOHWHFHWHZRGL6Z7HEZ8LJH9HHRPHVHPHZRPH9Z9H1Z9HRR8LHR9HLRUHYH.jpg
52,1847205065,Abbott's_Sphinx,https://bugguide.net/images/cache/9RR/Q1R/9RRQ1RLQOR80H020Q0P0H0P0K0E0R0X0OQP0L0QQL0MQCRU0L0E0FRMQYRQQCRMQCRIQ1RI0WRX0TQ70JQI0Z0IQFR.jpg
53,1847205075,Abbott's_Sphinx,https://bugguide.net/images/cache/FH9/HLR/FH9HLRWHVH5L4ZHLUZGL6ZSLBZWHYHUHHRILHR2HWZ6H3H7LGZHL9Z2HNZ6HBZEHRR5L9ZPHWZPHUZILBZXLYHUHZR.jpg
54,1847205080,Abbott's_Sphinx,https://bugguide.net/images/cache/8RK/H6R/8RKH6RSH0RCLJLULFLBL3LBL7ZULQRWLQRZHMZZH6RVLER0H2RTL6R3Z7R6LSRWLKRNL3LNLKRNL7ROZZZDZHZCLKZ.jpg
55,1847205085,Abbott's_Sphinx,https://bugguide.net/images/cache/RZ6/LYL/RZ6LYLELIZTZ2R0H7R0H8RQHIRCZXR0H0Z1LGRBLERDLSZ2LFLWLYL6LKRWLMZVL0ZOL7Z1L4RDL8R0HGRSHMZ1L5R.jpg
56,1847205090,Abbott's_Sphinx,https://bugguide.net/images/cache/UH3/HPH/UH3HPHJH5HNZSL8ZRL4ZHLGZLL8ZQLTHLLWZXLYHNHTHXHTHZLPZIHYHWHUZ7LVZQLDH9HRR5LUZHLVH8HOH0L6Z0LOH.jpg
57,1847205095,Abbott's_Sphinx,https://bugguide.net/images/cache/ZLP/Z0L/ZLPZ0L2ZXLCHEHFHNHRRUH3HPHJH5LBZEHZR8HCHSLTHXH8ZMLFH6HRR9HCH9HUZEHLREHRRXLLR5HGZHLEZMHDHZLBH.jpg
58,1847205100,Abbott's_Sphinx,https://bugguide.net/images/cache/IZ1/LSZ/IZ1LSZALRZRHIRQH8RKH5RLHKR9LIR6LQR6L3L9LJLYZIRELSR3ZKRELQZQHIR3Z3LWLIRKH4R1LYLOZFLAL4RKH6R.jpg
59,1847205105,Abbott's_Sphinx,https://bugguide.net/images/cache/BLX/ZTL/BLXZTLMZPLPRDZMRYZKRYZIR3Z7RYZIR6LQROZYL9LLZTL2R1LMZTLXZOL5R1L0Z1LGRHH8RBLGRVLQZDLIZVL0ZZHSZ.jpg
60,1846897185,Achemon_Sphinx,https://bugguide.net/images/cache/0H4/RZH/0H4RZH5RJZQZ9LJL6L3L6LYLPLRZNLRZ6L0Z6LIRJZRZ2LYL2LMRCZIRCZXRPL3LDZYL6LSZVL4RCLER1LSZCLRZ.jpg
61,1846897245,Achemon_Sphinx,https://bugguide.net/images/cache/RZ6/LYL/RZ6LYLELIZTZ2R0H6RHH2R0H4RCLER1L5RSHGRBLSZLHIZTLXZHH8RQH4RCZKR6LSZZHSZ2L0ZALMZBLKZAL3L9LIR.jpg
62,1846897250,Achemon_Sphinx,https://bugguide.net/images/cache/JQI/0CQ/JQI0CQ70003KJRMQYRLQWRYKTRMQVRM0YQHQWR40URI03QU0R07QYRU0CRMQ3RW03RHQDQZQURM0JQG0VR80VRFKCR.jpg
63,1846897260,Achemon_Sphinx,https://bugguide.net/images/cache/OHI/HAH/OHIHAH7HHRHL1ZMLVZXLWZMLAZGLUZ7L1ZQLDHGHCH7HEZMHDH5HLREHBZ0LEZIHOH7HVH8HDHMHGZ5HVH8HOHZLDH.jpg
64,1846897265,Achemon_Sphinx,https://bugguide.net/images/cache/6LR/ZWL/6LRZWLLZ1LMRHH0RTZ0RTZXRDZQRCZXRYZ0RCZLZWLHZ6LXR3ZYL1LQZBL8RDLIZWLXRNLQRCZHZDZHZ2LFL3ZRZ9L.jpg
65,1846897270,Achemon_Sphinx,https://bugguide.net/images/cache/CR7/QJR/CR7QJRIQWRW0CQG0JQ40FQU0K0W0L0N0K0XQDRFKDRW0TRN0K0E0DR0QR0N0Q0IQJRKQORKQH0QQFRIQ3RHQDQ50NRJK.jpg
66,1846897275,Achemon_Sphinx,https://bugguide.net/images/cache/3HU/HZR/3HUHZRNH1H8LGZKLVZ5L1ZGLBZGLYH2H9ZGLVZIL9ZRL4Z7LRR6HVZUH1ZMLVZMLZRMLYH6HLRUHAZ6HBHLLGZ0LBHMH.jpg
67,1846897280,Achemon_Sphinx,https://bugguide.net/images/cache/8RK/H6R/8RKH6RSH0RCLJLWLJL6LYL9LIR6LFLFZ0RCZMRDZ4RLHGRHHSZTLQZOL4RDZSRFZQRYZKR6LSZZHSZBL5ROZMRDZ.jpg
68,1846897285,Achemon_Sphinx,https://bugguide.net/images/cache/6QB/08Q/6QB08QV01QEKGKAKIK1KLKNKRK9KZK1KLKNKKKNK8Q2K5QC08QUKPQEKSK9KGKVKAQF04KTK4KOKVQF0MKLSAQY08K.jpg
69,1846897290,Achemon_Sphinx,https://bugguide.net/images/cache/MZV/L0Z/MZVL0ZBLHZHHMRYZKRLHERLHQRULSRYZIR3Z6R0HPRAL3LFZXRJZHZJZ0ROZRZJZSRFZZZ3Z2RFZXR6LIROZ5RQH4R.jpg
70,1846897295,Achemon_Sphinx,https://bugguide.net/images/cache/6ZR/L8Z/6ZRL8ZLL1ZMHHREHLR8HTHIHCHRLUZ7L1ZQL4Z0LAZWHAZ6HHR7LWZ2H9ZGLUZXLHRUHRR5LVZEHVZEHJH8LVZWHFH.jpg
71,1846897300,Achemon_Sphinx,https://bugguide.net/images/cache/KZO/L7Z/KZOL7ZCLFLSHKRDZIRDZ4RQH4RVLSZ2L0ZCLMZ1L7ZHH4R1LMZ1LQZ1LYL1LJLCZLZTLLZOZYL6LLZCZJLELSRTZ0R.jpg
72,1846897305,Achemon_Sphinx,https://bugguide.net/images/cache/PZZ/L4Z/PZZL4ZHLBZ7HLR5HOHIHBH8HLR8LVZGL6Z8HZRPHRRNHHR4L3H2HNZNHWZUH3HWH3HXH4ZIHTHQL5ZILZRUHWZPHHR.jpg
73,1846897310,Achemon_Sphinx,https://bugguide.net/images/cache/3KB/RZQ/3KBRZQVRQQJQ6000900040YQ70CQ603RHQNRJKJQM0URI0TQX0URI09RJKYQW0DRE0S020TR0QTRSQFR60R060S0SQ.jpg
74,1846897315,Achemon_Sphinx,https://bugguide.net/images/cache/ORI/Q3R/ORIQ3R7Q9R90OQX0H060Q020Z0P0S040VRIQS0U0YR7QTR7Q00SQZ0E0R0E0FR7QARHQDQ80CQM0UR3KVRHQURJKTQ40.jpg
75,1846897320,Achemon_Sphinx,https://bugguide.net/images/cache/BKG/KTK/BKGKTK8KPKVQB08QC0PQA09QF09QA0PQO0PQO0SKT0GQO0RKD08QPKQKPKPQUKSK10SKT04QD0GQB02Q2KKKUK8QV0KK.jpg
76,1846897330,Achemon_Sphinx,https://bugguide.net/images/cache/9Z4/L1Z/9Z4L1Z5L8ZWHAHXHBH4HOHNHHRUHCHXH8ZZLGZQL6Z4HRR9HBZ6HFHXHAH7H2Z8HTHXHDHXHAHSLOH7HAHRL2ZQLCHGH.jpg
77,1846897335,Achemon_Sphinx,https://bugguide.net/images/cache/FQX/0TQ/FQX0TQM0K0YKFRMQFRRQVRFKWRYKOQ3KTQLQJR90H070TQJKUR4000409RYKOR0QCR7QR07Q00MQDRE0JRXQR0U0Z0KQ.jpg
78,1846897350,Achemon_Sphinx,https://bugguide.net/images/cache/9KR/KEK/9KRKEKLKOK8QHS6QD0BQY0BQZSVQT0SKWK8KRS9QY05QT0SKCKVQO04QEKPQO04Q30VQJ04KVK5KVK4KCK4K1KVQDKVQ.jpg
79,1846897370,Achemon_Sphinx,https://bugguide.net/images/cache/CH7/H1H/CH7H1HIHZRZLAZIL1Z4L9ZGLVZ8LWZXL9Z9H3HMLWZ4LVZ7LZRWH3H9HBZSLGZLLNZ2HHRNHJHPHWZWHWZ2HYHUHZR2H.jpg
80,1847019880,Acorn_Moth,https://bugguide.net/images/cache/DZX/RYZ/DZXRYZMRLHLZBLMZ1LIZVLJLULYLELKRYZYLELHZ9LLZCZKRWLJLDZ0RHH5RBLKZBLKZVLYLYZPR0HMZLH6RHHXZ.jpg
81,1847100560,Acorn_Moth,https://bugguide.net/images/cache/HZ2/LJL/HZ2LJLPLMZOZ6RKHPRRHERSH6RKH0Z0HXRDZMR9LMROZFLWLSREL7RCZHZWLMZVLGRDL4R0HXRYZERJZER1LMZNLHZ.jpg
82,1847100605,Acorn_Moth,https://bugguide.net/images/cache/WZ5/LAZ/WZ5LAZ4LGZ9H1HXHAH6HJH6HFH8LHR6HHRILHRGHBH8H4ZSLBH8HDH9HCHIHPZGH1H7HAH7HVHPHUZWHOHWHOHIHDH.jpg
83,1847121930,Acorn_Moth,https://bugguide.net/images/cache/WLY/L6L/WLYL6LFLCL0RQHGRCZIRYZIRTZ8RKHMZWLFL6L0ZDL7ZCLMZLH2RSH8RKH6RQHSZLH4RALPRSHXZTLSZOLQZELLZ9L.jpg
84,1847121940,Acorn_Moth,https://bugguide.net/images/cache/THM/HBH/THMHBHXHRRRLVZ5LAZSLPZ0LPZXHPZ0LPZ4HCHQLCHXH6ZSLPZGHRRXLHRUHLR9H3HMLYH8LJHIHYHWHYHUH1ZUHHR.jpg
85,1847121950,Acorn_Moth,https://bugguide.net/images/cache/10P/QC0/10PQC02Q300K1K4K9KKK2K7KVKVQVKWQLS9QF04QD0HK10KKEKHKV0RKO0EQC0AQC04QWKQKOKAQJ0IK1KLK2KZK1K.jpg
86,1847121955,Acorn_Moth,https://bugguide.net/images/cache/WHY/H6H/WHYH6HFHGH9ZQL4ZRL4ZHLUZ4LNZ5LBZSLAHSLEZHLBHZL8Z7HAH5HEZSL1HIHVHEHLRWHAZGLVZ5LWZMLWZNH3HGL.jpg
87,1847121970,Acorn_Moth,https://bugguide.net/images/cache/UL3/LPL/UL3LPLJLTLKRSH2RFZIRFZKRZHMZCL7ZBLERYZJLJZKRCZXRFZ6RFZZZFZMR9LFLFZJLFZXRDZSR9LLZULZZTLMZDL.jpg
88,1847121980,Acorn_Moth,https://bugguide.net/images/cache/60S/0W0/60S0W0K0M0JR3KBR7QBRFKARYK3QRQ3Q70NRZQYQX0BRHQFRW0ORP0Z0M0CQFKDR60FRSQH0X0DQYKYQI0TQ70YQRQ.jpg
89,1847121985,Acorn_Moth,https://bugguide.net/images/cache/BQ3/0NQ/BQ30NQJ0PQVKSKEK0KNK5KVK8KF0IKVKIKOKKKA02Q6K0K2KLKVK5KY09QTKXKCK9QA0SKCK0K2KRKO0LKVKGKDKUQ.jpg
90,1847121990,Acorn_Moth,https://bugguide.net/images/cache/VLM/ZDL/VLMZDLXZ2L2RTZKRFZIRJZQRZH7ZOLQZDLERDL6RQHERQHIZOL4RZH0ZSH2RFZIR3Z0R3ZSRJZERHHSRRH0RHHPRZH.jpg
91,1847121995,Acorn_Moth,https://bugguide.net/images/cache/I0J/Q40/I0JQ403Q20BRKQ3RHQBRHQUR3KUR80K0QQYR60DQI01RMQDRFKURYKOQ509RHQYQW0TRJKJQJKYQN0S0P0R0XQYRMQJR.jpg
92,1847122000,Acorn_Moth,https://bugguide.net/images/cache/GRS/HER/GRSHERKHQROL3L9L7ZVLXZALQZHH7ZZHKR9LLZJZKR3ZRZ6LJL6LSRCZGRVLSZ1LQZ1LPROL6RLH4RCLHZ9L7R3ZMR.jpg
93,1847122005,Acorn_Moth,https://bugguide.net/images/cache/JRK/QCR/JRKQCRSQAR60JQ40CQ80K060DQ40ARI0DQZQBRHQARHQFQJK1R50AR70DQM0Z0I0URX0URJKJQ50YQHQYQ409R50WR.jpg
94,1847122010,Acorn_Moth,https://bugguide.net/images/cache/6LR/ZWL/6LRZWLLZ1LMRHHGRZHQRTZKRTZQRTZJLEL3LDZHZWLRZPLSRULXRNLMZSHGRRHERRH0R3ZMRJZ7ROZZZ3ZKRFZLZ6LIR.jpg
95,1847122015,Acorn_Moth,https://bugguide.net/images/cache/Z0N/000/Z0N000U0CQXQWRFKDRXQORJKUR3KFQG0UR80DQZQTQI0URZQFQZQWR501RG0TQFKBR803QRQUR40S0E0H0E0TQ50ARLQ.jpg
96,1847122020,Acorn_Moth,https://bugguide.net/images/cache/AH4/HOH/AH4HOH5HJHQL9Z5L9ZMLBZXL4ZIHTHHLBH5HAHRLVHGHVHHL2ZHLPZQLDH7H6ZZLEZQL8ZMLYHWHUZGLLR2H9Z8LJH.jpg
97,1847122025,Acorn_Moth,https://bugguide.net/images/cache/HL2/ZQL/HL2ZQLPZMLOH6HRR2HJH2HJH9HBZ5LPZHL5ZILUZUHUZ4LJHWHBZ0LGZLLAHSL4ZMHEZLLNZWHYHGL9Z9HHRGHOH8H.jpg
98,1847122040,Acorn_Moth,https://bugguide.net/images/cache/U0H/0P0/U0H0P0Z050TRRQ1RRQ3RRQBRFK9RSQ3RIQ3R60ORYKURM0FQHQVRM09RYKORQQWRYKNR80BRM0NRX0YQG000W0S00Q3R.jpg
99,1847122045,Acorn_Moth,https://bugguide.net/images/cache/D0G/QV0/D0GQV08QLSLKDK7KBKHKNKSK2KHKEKZK6KSKUKLK10HKC0EQ2KXK6KXKTK1QBKRK2KKKPK0KB00K9KKKNK5KHSAQC0EQ.jpg
